source,target,weight
follow health and safety procedures in construction,order construction supplies,14
follow health and safety procedures in construction,plan resource allocation,10
follow health and safety procedures in construction,plan shifts of employees,27
follow health and safety procedures in construction,prevent damage to utility infrastructure,22
follow health and safety procedures in construction,process incoming construction supplies,28
follow health and safety procedures in construction,react to events in time-critical environments,33
follow health and safety procedures in construction,recognise signs of corrosion,8
follow health and safety procedures in construction,recognise the hazards of dangerous goods,9
follow health and safety procedures in construction,resolve equipment malfunctions,6
follow health and safety procedures in construction,secure heavy construction equipment,6
follow health and safety procedures in construction,secure working area,15
follow health and safety procedures in construction,snap chalk line,9
follow health and safety procedures in construction,transport construction supplies,30
follow health and safety procedures in construction,types of piping,6
follow health and safety procedures in construction,use measurement instruments,36
follow health and safety procedures in construction,use safety equipment in construction,82
follow health and safety procedures in construction,work in a construction team,46
inspect construction supplies,apply proofing membranes,7
inspect construction supplies,coordinate construction activities,8
inspect construction supplies,electrical wiring plans,6
inspect construction supplies,guide operation of heavy construction equipment,6
inspect construction supplies,inspect construction sites,8
inspect construction supplies,install construction profiles,8
inspect construction supplies,interpret 2D plans,36
inspect construction supplies,interpret 3D plans,36
inspect construction supplies,keep records of work progress,30
inspect construction supplies,manage health and safety standards,25
inspect construction supplies,mechanical systems,11
inspect construction supplies,mechanical tools,7
inspect construction supplies,monitor stock level,22
inspect construction supplies,order construction supplies,14
inspect construction supplies,plan resource allocation,8
inspect construction supplies,plan shifts of employees,25
inspect construction supplies,prevent damage to utility infrastructure,9
inspect construction supplies,process incoming construction supplies,27
inspect construction supplies,react to events in time-critical environments,16
inspect construction supplies,secure working area,12
inspect construction supplies,snap chalk line,9
inspect construction supplies,transport construction supplies,27
inspect construction supplies,types of piping,6
inspect construction supplies,use measurement instruments,33
inspect construction supplies,use safety equipment in construction,63
inspect construction supplies,work in a construction team,32
interpret 2D plans,install construction profiles,6
interpret 2D plans,interpret 3D plans,45
interpret 2D plans,keep records of work progress,14
interpret 2D plans,manage health and safety standards,14
interpret 2D plans,monitor stock level,14
interpret 2D plans,order construction supplies,9
interpret 2D plans,plan shifts of employees,14
interpret 2D plans,process incoming construction supplies,14
interpret 2D plans,react to events in time-critical environments,8
interpret 2D plans,snap chalk line,7
interpret 2D plans,transport construction supplies,14
interpret 2D plans,use measurement instruments,20
