preferredLabel,cluster_group,cluster_subgroup0,cluster_subgroup1,cluster_subgroup2,cluster_subgroup0_name,cluster_subgroup1_name,cluster_subgroup2_name,node,description
CAD for garment manufacturing,12-0-11,12,0,11,footwear | leather | textile | good | manufacturing,textile | manufacturing | apparel | wearing | technology,manufacturing | apparel | wearing | textile | garment,CAD for garment manufacturing,Softwares of computer aided design for garment manufacturing which allow create 2 or 3 dimensional drawings.
operate cockpit control panels,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,operate cockpit control panels,Operates control panels in the cockpit or flight deck according to the needs of the flight. Manage on-board electronic systems to ensure a smooth flight.
operate radar equipment,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,operate radar equipment,Operate radar screens and other radar equipment; ensure that aircraft fly at a safe distance from one another.
operate radio equipment,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,operate radio equipment,"Set up and operate radio devices and accessories, such as broadcast consoles, amplifiers, and microphones. Understand the basics of radio operator language and, when necessary, provide instruction in handling radio equipment correctly."
operate radio navigation instruments,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,operate radio navigation instruments,Operate radio navigation instruments to determine the position of aircraft in the airspace.
operate two-way radio systems,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,operate two-way radio systems,Use radios that can receive and transmit sound signals in order to communicate with similar radios on the same frequency such as mobile phones and walkie talkies.
perform flight manoeuvres,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,perform flight manoeuvres,"Perform flight manoeuvres in critical situations, and associated ‘upset’ manoeuvres, in order to avoid collision."
perform routine flight operations checks,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,perform routine flight operations checks,"Perform checks before and during flight: conduct pre-flight and in-flight inspections of aircraft performance, route and fuel usage, runway availability, airspace restrictions, etc."
perform take off and landing,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,perform take off and landing,Perform normal and cross-wind take-off and landing operations.
read 3D displays,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,read 3D displays,"Read 3D-displays and understand the information they provide on positions, distances, and other parameters."
read maps,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,read maps,Read maps effectively.
undertake procedures to meet aircraft flight requirements,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,undertake procedures to meet aircraft flight requirements,"Ensure that operation certificates are valid, guarantee that take-off mass is a maximum of 3,175 kg, verify that the minimum crew is adequate according to regulations and needs, ensure that the configuration settings are correct, and check if engines are suitable for the flight."
use meteorological information,18-6-36,18,6,36,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,control | flight | regulation | operate | aviation,use meteorological information,Use and interpret meteorological information for operations dependent on climatic conditions. Use this information to provide advise on safe operations in relation to weather conditions.
